,Type,AB,Site,Impurity,∆H (A-rich),∆H (B-rich),(+3/+2),(+2/+1),(+1/0),(0/-1),(-1/-2),(-2/-3),Unnamed: 12,Descriptors ->,Unnamed: 14,AB ->,PBE_delta_H,PBE_latt_const,PBE_gap,Eps_elec,Eps_ion,Ion_rad,BP,MP,Density,At_wt,ICSD_vol,Cov_rad,Ion_Energy,At_rad_1,Elec_Aff,At_rad_2,At_vol,Mend_num,Ion_pot_1,Ion_pot_2,Thermal_expn,Sp_heat_cap,Therm_cond,Elec_cond,Heat_fusion,Heat_vap,Electronegativity,At_num,Period,Group,Valence,Ox_state,Ion_rad.1,BP.1,MP.1,Density.1,At_wt.1,ICSD_vol.1,Cov_rad.1,Ion_Energy.1,At_rad_1.1,Elec_Aff.1,At_rad_2.1,At_vol.1,Mend_num.1,Ion_pot_1.1,Ion_pot_2.1,Thermal_expn.1,Sp_heat_cap.1,Therm_cond.1,Elec_cond.1,Heat_fusion.1,Heat_vap.1,Electronegativity.1,At_num.1,Period.1,Group.1,Valence.1,Ox_state.1,Unnamed: 75,CM ->,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,Unnamed: 85,Elem ->,Ion_rad.2,BP.2,MP.2,Density.2,At_wt.2,ICSD_vol.2,Cov_rad.2,Ion_Energy.2,At_rad_1.2,Elec_Aff.2,At_rad_2.2,At_vol.2,Mend_num.2,Ion_pot_1.2,Ion_pot_2.2,Thermal_expn.2,Sp_heat_cap.2,Therm_cond.2,Elec_cond.2,Heat_fusion.2,Heat_vap.2,Electronegativity.2,At_num.2,Period.2,Group.2,Valence.2,Ox_state.2,SOAP1,SOAP2,SOAP3,SOAP4,SOAP5,SOAP6
1193,II-VI,CdSe,M_i_A,Cs,2.727220174,3.897380974,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,982.2822376,982.2822376,982.2822376,982.2822376,602.5659714,602.5659714,602.5659714,347.8916258,,,1.74,944.0,301.54,1.87,132.9054,67.5,2.35,375.7,2.67,45.49,3.34,71.07,5,3.894,25.1,100.0,0.24,35.9,5.3,2.092,67.74,0.79,55,6,1,1,1,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1194,II-VI,CdSe,M_i_A,Be,3.542045148,4.870525098,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,71.43870819,71.43870819,71.43870819,71.43870819,43.82297974,43.82297974,43.82297974,25.30120915,,,0.45,3243.0,1560.0,1.85,9.01218,8.1,0.9,899.4,1.12,-240.0,1.4,5.0,67,9.322,18.211,11.3,1.825,200.0,25.0,11.71,297.0,1.57,4,2,2,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1195,II-VI,CdSe,M_i_A,Mg,2.303796148,3.593796148,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,214.3161246,214.3161246,214.3161246,214.3161246,131.4689392,131.4689392,131.4689392,75.90362745,,,0.72,1380.0,922.0,1.74,24.305,23.4,1.36,737.7,1.6,-230.0,1.72,13.97,68,7.646,15.035,24.8,1.02,156.0,22.4,8.95,127.6,1.31,12,3,2,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1196,II-VI,CdSe,M_i_A,Ca,2.310198108,3.600198108,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,357.1935409,357.1935409,357.1935409,357.1935409,219.1148987,219.1148987,219.1148987,126.5060458,,,1.0,1757.0,1112.0,1.55,40.078,44.1,1.74,589.8,1.97,-156.0,2.23,25.9,7,6.113,11.871,22.3,0.647,200.0,31.3,8.53,154.67,1.0,20,4,2,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1197,II-VI,CdSe,M_i_A,Sr,2.612504148,3.902504148,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,678.6677278,678.6677278,678.6677278,678.6677278,416.3183075,416.3183075,416.3183075,240.3614869,,,1.26,1655.0,1042.0,2.54,87.62,56.0,1.91,549.5,2.15,-168.0,2.45,33.7,8,5.695,11.03,22.5,0.3,3.53,5.0,8.2,136.9,0.95,38,5,2,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1198,II-VI,CdSe,M_i_A,Ba,3.256052878,4.602598705,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,1000.141915,1000.141915,1000.141915,1000.141915,613.5217164,613.5217164,613.5217164,354.2169281,,,1.42,2078.0,1002.0,3.59,137.33,62.8,1.98,502.9,2.22,-52.0,2.76,39.24,9,5.212,10.004,20.6,0.204,18.4,2.8,8.01,140.2,0.89,56,6,2,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1199,II-VI,CdSe,M_i_A,B,5.237002778,5.237002778,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,89.29838524,89.29838524,89.29838524,89.29838524,54.77872468,54.77872468,54.77872468,31.62651144,,,0.23,4275.0,2365.0,2.34,10.811,7.7,0.82,800.6,0.98,27.0,1.17,4.6,72,5.298,25.154,4.7,1.026,27.0,5e-12,22.6,507.8,2.04,5,2,13,3,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1200,II-VI,CdSe,M_i_A,Al,2.521233996,4.456233996,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,232.1758016,232.1758016,232.1758016,232.1758016,142.4246842,142.4246842,142.4246842,82.22892974,,,0.54,2740.0,933.5,2.7,26.98154,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.986,18.828,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1201,II-VI,CdSe,M_i_A,Ga,1.641938178,3.204788236,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,553.6499885,553.6499885,553.6499885,553.6499885,339.628093,339.628093,339.628093,196.0843709,,,0.62,2478.0,302.92,5.91,69.723,19.6,1.26,578.8,1.41,29.0,1.81,11.8,74,5.999,20.51,19.7,0.371,40.6,1.8,5.59,256.06,1.81,31,4,13,3,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1202,II-VI,CdSe,M_i_A,In,2.707912445,3.488832337,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,875.1241753,875.1241753,875.1241753,875.1241753,536.8315018,536.8315018,536.8315018,309.9398121,,,0.8,2350.0,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.786,18.869,32.1,0.233,81.6,3.4,3.26,226.335,1.78,49,5,13,3,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1203,II-VI,CdSe,M_i_A,Tl,2.035249032,2.568335138,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,1446.633841,1446.633841,1446.633841,1446.633841,887.4153398,887.4153398,887.4153398,512.3494853,,,1.59,1746.0,577.0,11.85,204.383,28.5,1.48,589.3,1.71,30.0,2.08,17.2,76,6.108,20.428,29.9,0.129,46.1,5.6,4.27,162.09,2.04,81,6,13,3,1,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1204,II-VI,CdSe,M_i_A,C,6.99433622,6.99433622,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,107.1580623,107.1580623,107.1580623,107.1580623,65.73446961,65.73446961,65.73446961,37.95181373,,,0.16,5100.0,3825.0,2.26,12.011,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.383,1.0,0.709,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1205,II-VI,CdSe,M_i_A,Si,3.79659125,5.12703091,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,250.0354787,250.0354787,250.0354787,250.0354787,153.3804291,153.3804291,153.3804291,88.55423203,,,0.26,2630.0,1683.0,2.33,28.0855,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.151,16.345,2.6,0.7,148.0,0.0004,50.2,359.0,1.9,14,3,14,4,4,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1206,II-VI,CdSe,M_i_A,Ge,2.988327453,3.896426499,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,571.5096655,571.5096655,571.5096655,571.5096655,350.5838379,350.5838379,350.5838379,202.4096732,,,0.53,3107.0,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.899,15.934,5.7,0.32,59.9,3e-06,31.8,334.3,2.01,32,4,14,4,4,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1207,II-VI,CdSe,M_i_A,Sn,2.794324294,3.974444225,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,892.9838524,892.9838524,892.9838524,892.9838524,547.7872468,547.7872468,547.7872468,316.2651144,,,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.344,14.632,22.0,0.228,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1208,II-VI,CdSe,M_i_A,Pb,2.60999289,3.864946628,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,1464.493518,1464.493518,1464.493518,1464.493518,898.3710847,898.3710847,898.3710847,518.6747876,,,1.19,2023.0,600.65,11.35,207.2,30.3,1.47,715.5,1.75,110.0,1.81,18.17,81,7.416,15.028,28.8,0.129,35.3,4.8,4.77,177.9,2.33,82,6,14,4,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1209,II-VI,CdSe,M_i_A,N,4.510322411,4.295322411,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,125.0177393,125.0177393,125.0177393,125.0177393,76.69021455,76.69021455,76.69021455,44.27711601,,,1.71,77.344,63.15,1.251,14.0067,22.6,0.75,1402.3,0.92,-7.0,0.75,17.3,82,14.534,29.601,240.0,1.042,0.02598,0.0,0.36,2.7928,3.04,7,2,15,5,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1210,II-VI,CdSe,M_i_A,P,4.096534284,3.95046099,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,267.8951557,267.8951557,267.8951557,267.8951557,164.336174,164.336174,164.336174,94.87953431,,,0.17,553.0,317.3,1.82,30.97376,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.486,19.725,127.0,0.769,0.235,1e-16,0.63,12.4,2.19,15,3,15,5,5,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1211,II-VI,CdSe,M_i_A,As,4.076884214,3.818671634,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,589.3693426,589.3693426,589.3693426,589.3693426,361.5395829,361.5395829,361.5395829,208.7349755,,,0.58,876.0,1090.0,5.78,74.9216,21.5,1.2,947.0,1.39,77.0,1.33,13.1,84,9.81,18.633,15.4,0.33,50.0,3.8,27.7,32.4,2.16,33,4,15,5,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1212,II-VI,CdSe,M_i_A,Sb,4.220988474,4.561810086,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,910.8435294,910.8435294,910.8435294,910.8435294,558.7429917,558.7429917,558.7429917,322.5904167,,,0.76,1860.0,903.91,6.69,121.757,30.2,1.4,833.7,1.59,101.0,1.53,18.23,85,8.641,16.53,11.0,0.207,24.3,2.6,19.83,67.97,2.05,51,5,15,5,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1213,II-VI,CdSe,M_i_A,O,4.001012485,2.784931029,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,142.8774164,142.8774164,142.8774164,142.8774164,87.64595948,87.64595948,87.64595948,50.6024183,,,1.4,90.188,54.8,1.429,15.9994,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.618,35.117,780.0,0.92,0.2674,0.0,0.222,3.4109,3.44,8,2,16,2,2,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1214,II-VI,CdSe,M_i_A,S,4.401567415,3.111567415,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,285.7548328,285.7548328,285.7548328,285.7548328,175.291919,175.291919,175.291919,101.2048366,,,0.29,717.82,392.2,2.07,32.066,25.7,1.02,999.58,1.27,200.42,1.09,15.5,88,10.36,23.33,70.0,0.71,0.269,5e-16,1.73,10.0,2.58,16,3,16,6,6,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1215,II-VI,CdSe,M_i_A,Te,4.888982655,3.767792777,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,928.7032065,928.7032065,928.7032065,928.7032065,569.6987366,569.6987366,569.6987366,328.915719,,,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.009,18.6,18.8,0.202,2.35,0.0002,17.49,50.63,2.1,52,5,16,6,4,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1216,II-VI,CdSe,M_i_A,Cl,3.081729923,2.436729923,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,303.6145098,303.6145098,303.6145098,303.6145098,186.2476639,186.2476639,186.2476639,107.5301389,,,1.81,239.18,172.17,3.214,35.4527,29.0,0.99,1251.1,0.99,348.8,0.97,16.9,94,12.967,23.81,0.0,0.48,0.0089,1e-08,3.21,10.2,3.16,17,3,17,7,1,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1217,II-VI,CdSe,M_i_A,Br,3.629685808,2.984685808,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,625.0886967,625.0886967,625.0886967,625.0886967,383.4510727,383.4510727,383.4510727,221.3855801,,,1.96,331.85,265.95,3.12,79.904,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,95,11.814,21.8,0.0,0.226,0.122,1e-16,5.286,14.725,2.96,35,4,17,7,1,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1218,II-VI,CdSe,M_i_A,I,4.507035748,3.862035748,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,946.5628835,946.5628835,946.5628835,946.5628835,580.6544816,580.6544816,580.6544816,335.2410212,,,2.2,457.5,386.7,4.93,126.9045,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,96,10.451,19.131,87.0,0.145,0.449,1e-11,7.76,20.9,2.66,53,5,17,7,1,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
1219,II-VI,CdSe,M_i_A,Sc,3.363756714,5.298756714,,,,,,,,,,,-1.276515808,6.20678926,0.482,8.10800494,3.97267183,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.489,0.0,1.71,13.1,70,8.993,16.908,30.8,0.232,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.5,958.0,494.0,4.79,78.96,29.8,1.16,940.9,1.4,194.96,1.22,16.45,89,9.752,21.19,45.0,0.32,2.04,8.0,5.54,26.32,2.55,34,4,16,6,4,,,375.053218,375.053218,375.053218,375.053218,230.0706436,230.0706436,230.0706436,132.831348,,,0.75,3109.0,1814.0,2.99,44.9559,24.9,1.44,631.0,1.606,18.1,2.09,15.0,11,6.54,12.8,10.0,0.568,15.8,1.5,16.11,304.8,1.36,21,4,3,3,3,1.97225938069975,1.2557852591224799e-33,1.9798758359208475,1.995795882841193e-33,0.0021460227339232998,1.4511528013314778e-35
